muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,Row %(Apartments with Four or more units),N(Apartments with Four or more units),Row %(Chapter 61 or 61A or 61B Property),N(Chapter 61 or 61A or 61B Property),Row %(Commercial),N(Commercial),Row %(Commercial Vacant),N(Commercial Vacant),Row %(Condominium),N(Condominium),Row %(Federal State or Municipal),N(Federal State or Municipal),Row %(Group Quarters),N(Group Quarters),Row %(Industrial),N(Industrial),Row %(Industrial Vacant),N(Industrial Vacant),Row %(Institutional or Exempt),N(Institutional or Exempt),Row %(Institutional or Exempt Vacant),N(Institutional or Exempt Vacant),Row %(Mixed Use),N(Mixed Use),Row %(Municipal Vacant),N(Municipal Vacant),Row %(Open Space),N(Open Space),Row %(Other Agricultural or Recreational),N(Other Agricultural or Recreational),Row %(Residential Other),N(Residential Other),Row %(Residential Vacant),N(Residential Vacant),Row %(Single Family Residence),N(Single Family Residence),Row %(Tax Exempt Other),N(Tax Exempt Other),Row %(Two or Three Family Residences),N(Two or Three Family Residences),Row %(Unknown),N(Unknown),EJ,Ej Crit De,recoded_ej_criteria,Ej Criteri,Geographic,Geographic 1,Block Group of EJ_POLY,Geoid,Census Tract,Limitedeng,Medianhhi,Minority P,Municipali,Split For,Bg Mhhi,Bg Mhhi Is,Bg Mhhi Pc,Ej Crite 1,Geometry,Limenghh,Limenghhpc,Muni Mhhi,Munimhhi P,Nonhispwhi,Pct Minori,Shape Area,Shape Len,Total Pop,Totalhh
Boston,0,603,603,1,34,11.11111111,8.82%,3,0.00%,0,20.59%,7,0.00%,0,0.00%,0,8.82%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.94%,1,35.29%,12,0.00%,0,0.00%,0,14.71%,5,0.00%,0,2.94%,1,5.88%,2,0.00%,0,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 1, Census Tract 6.03, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,603,E,I,M,Boston,N,25039,0,29.67233467,3,Polygon,223,28.48020363,76298,90.41654205,401,77.17700626,312467.4273,2308.800608,1757,783
Boston,0,604,604,1,136,37.16814159,12.50%,17,0.00%,0,4.41%,6,0.00%,0,0.00%,0,1.47%,2,1.47%,2,0.00%,0,0.00%,0,2.94%,4,0.00%,0,3.68%,5,0.00%,0,0.00%,0,0.00%,0,0.74%,1,0.00%,0,30.88%,42,2.21%,3,38.97%,53,0.74%,1,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 6.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,604,,I,M,Boston,N,50869,0,60.28203964,2,Polygon,133,22.5042305,76298,90.41654205,764,49.70375247,164752.7045,1673.984633,1519,591
Boston,0,604,604,2,64,9.803921569,28.13%,18,0.00%,0,3.13%,2,0.00%,0,0.00%,0,0.00%,0,6.25%,4,0.00%,0,0.00%,0,6.25%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.81%,5,4.69%,3,43.75%,28,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 2, Census Tract 6.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,604,E,,M,Boston,N,57237,0,67.82840729,2,Polygon,152,28.25278854,76298,90.41654205,613,42.81716418,122293.6303,1669.043127,1072,538
Boston,0,701,701,1,25,9.523809524,28.00%,7,0.00%,0,4.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,12.00%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,8.00%,2,0.00%,0,48.00%,12,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 7.01, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,701,,,M,Boston,N,89044,0,105.5211258,1,Polygon,28,9.55631447,76298,90.41654205,406,34.09090909,27860.36949,1119.648883,616,293
Boston,0,701,701,2,63,12.76595745,20.63%,13,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.94%,5,0.00%,0,0.00%,0,15.87%,10,0.00%,0,1.59%,1,0.00%,0,0.00%,0,0.00%,0,1.59%,1,0.00%,0,9.52%,6,0.00%,0,42.86%,27,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,701,,,M,Boston,N,66518,0,78.82680511,1,Polygon,70,19.07357025,76298,90.41654205,541,37.74453395,55250.19691,1031.472017,869,367
Boston,0,701,701,3,61,18,27.87%,17,0.00%,0,3.28%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,13.11%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,14.75%,9,0.00%,0,39.34%,24,1.64%,1,Yes,Minority,Minority,M,"Block Group 3, Census Tract 7.01, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,701,,,M,Boston,N,88625,0,105.0245895,1,Polygon,19,2.29191804,76298,90.41654205,914,39.90795529,81865.29175,1191.319004,1521,829
Boston,0,701,701,4,65,0,46.15%,30,0.00%,0,6.15%,4,0.00%,0,0.00%,0,0.00%,0,6.15%,4,0.00%,0,0.00%,0,7.69%,5,0.00%,0,6.15%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.54%,1,0.00%,0,0.00%,0,26.15%,17,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,701,,,M,Boston,N,68333,0,80.97766113,1,Polygon,146,21.66172028,76298,90.41654205,783,48.18001324,65446.99102,1251.1229,1511,674
Boston,0,703,703,1,39,0,46.15%,18,0.00%,0,25.64%,10,17.95%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,10.26%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,703,,I,M,Boston,N,34871,0,41.32369614,2,Polygon,20,3.99201608,76298,90.41654205,476,54.44976077,72950.50595,1976.816444,1045,501
Boston,0,703,703,2,104,14.28571429,18.27%,19,0.00%,0,21.15%,22,0.00%,0,0.00%,0,1.92%,2,0.00%,0,3.85%,4,0.00%,0,5.77%,6,0.00%,0,5.77%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,8.65%,9,0.96%,1,33.65%,35,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,703,,I,M,Boston,N,52738,0,62.49689102,2,Polygon,34,7.20338964,76298,90.41654205,774,44.59556192,105036.204,1463.919951,1397,472
Boston,0,704,704,1,112,4.761904762,29.46%,33,0.00%,0,6.25%,7,0.00%,0,0.00%,0,0.00%,0,1.79%,2,0.00%,0,0.00%,0,14.29%,16,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.89%,1,3.57%,4,0.89%,1,41.96%,47,0.89%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 7.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,704,,,M,Boston,N,65078,0,77.12033844,1,Polygon,34,6.10412931,76298,90.41654205,965,46.80264609,109778.3959,1399.505735,1814,557
Boston,0,704,704,2,50,12.5,38.00%,19,0.00%,0,2.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.00%,3,0.00%,0,6.00%,3,0.00%,0,0.00%,0,0.00%,0,6.00%,3,2.00%,1,10.00%,5,0.00%,0,26.00%,13,4.00%,2,Yes,Minority,Minority,M,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,704,,,M,Boston,N,97167,0,115.1472397,1,Polygon,6,1.28205132,76298,90.41654205,659,49.26866821,42456.78301,1322.240835,1299,468
Boston,0,704,704,3,27,0,37.04%,10,0.00%,0,7.41%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,33.33%,9,0.00%,0,18.52%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.70%,1,Yes,Minority,Minority,M,"Block Group 3, Census Tract 7.04, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,704,,,M,Boston,N,71464,0,84.68803406,1,Polygon,26,5.28455305,76298,90.41654205,630,43.85026738,39097.46564,878.6830138,1122,492
Boston,0,704,704,4,32,0,0.00%,0,0.00%,0,9.38%,3,0.00%,0,0.00%,0,0.00%,0,6.25%,2,0.00%,0,0.00%,0,21.88%,7,0.00%,0,40.63%,13,0.00%,0,0.00%,0,0.00%,0,21.88%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,704,,I,M,Boston,N,44941,0,53.25709534,2,Polygon,120,22.47191048,76298,90.41654205,415,61.46703807,48430.69404,1067.67564,1077,534
Boston,0,804,804,1,251,31.875,3.19%,8,0.00%,0,15.94%,40,0.00%,0,0.00%,0,0.40%,1,4.78%,12,1.59%,4,0.00%,0,5.98%,15,0.00%,0,5.58%,14,0.00%,0,0.00%,0,0.00%,0,0.40%,1,0.80%,2,20.32%,51,0.80%,2,39.84%,100,0.40%,1,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 8.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,804,,I,M,Boston,N,50909,1,59.30477905,2,Polygon,86,13.3126936,76298,90.41654205,812,59.94079921,287834.494,2604.7546,2027,646
Boston,0,804,804,2,327,30.37037037,5.20%,17,0.00%,0,5.50%,18,0.00%,0,0.00%,0,0.31%,1,0.00%,0,0.61%,2,0.00%,0,6.73%,22,0.00%,0,1.83%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.61%,2,25.08%,82,1.53%,5,52.29%,171,0.31%,1,Yes,Minority,Minority,M,"Block Group 2, Census Tract 8.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,804,,,M,Boston,N,106250,0,125.9110031,1,Polygon,17,2.91095901,76298,90.41654205,849,52.46360582,319724.1708,2818.299684,1786,584
Boston,0,805,805,1,164,25.16556291,19.51%,32,0.00%,0,1.22%,2,0.00%,0,0.00%,0,0.00%,0,2.44%,4,0.00%,0,0.00%,0,3.05%,5,0.00%,0,1.22%,2,0.00%,0,0.00%,0,0.00%,0,0.61%,1,0.00%,0,23.17%,38,0.00%,0,48.78%,80,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 8.05, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,805,,,M,Boston,N,59792,0,70.85619354,1,Polygon,108,18.39863777,76298,90.41654205,919,48.85920979,121944.8885,1701.729188,1797,587
Boston,0,805,805,2,93,12.24489796,20.43%,19,0.00%,0,33.33%,31,1.08%,1,1.08%,1,1.08%,1,0.00%,0,0.00%,0,0.00%,0,1.08%,1,0.00%,0,8.60%,8,0.00%,0,0.00%,0,0.00%,0,1.08%,1,1.08%,1,6.45%,6,0.00%,0,23.66%,22,1.08%,1,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 8.05, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,805,,I,M,Boston,N,44643,0,52.90395355,2,Polygon,64,20.64516068,76298,90.41654205,484,57.3943662,108970.0041,1546.785248,1136,310
Boston,0,805,805,3,45,4.761904762,17.78%,8,0.00%,0,15.56%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.22%,1,0.00%,0,8.89%,4,0.00%,0,17.78%,8,0.00%,0,0.00%,0,0.00%,0,2.22%,1,0.00%,0,2.22%,1,8.89%,4,24.44%,11,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 3, Census Tract 8.05, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,805,,I,M,Boston,N,27314,0,32.36831284,2,Polygon,109,23.64425087,76298,90.41654205,791,53.00059418,138939.2347,1900.155375,1683,461
Boston,0,806,806,1,14,63.63636364,0.00%,0,0.00%,0,0.00%,0,14.29%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,50.00%,7,7.14%,1,28.57%,4,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 8.06, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,806,,I,M,Boston,N,54821,1,63.86193466,2,Polygon,0,0,76298,90.41654205,26,50.94339623,168331.3134,1691.186051,53,57
Boston,0,806,806,2,17,,0.00%,0,0.00%,0,41.18%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.88%,1,0.00%,0,23.53%,4,0.00%,0,17.65%,3,5.88%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.88%,1,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 8.06, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,806,,I,M,Boston,N,53713,0,63.65230942,2,Polygon,11,1.78861785,76298,90.41654205,919,51.65702262,846920.8496,5063.121968,1901,615
Boston,0,807,807,1,14,,0.00%,0,0.00%,0,28.57%,4,0.00%,0,0.00%,0,7.14%,1,0.00%,0,0.00%,0,0.00%,0,7.14%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,28.57%,4,0.00%,0,28.57%,4,Yes,Minority,Minority,M,"Block Group 1, Census Tract 8.07, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,807,,,M,Boston,N,0,0,0,1,Polygon,0,0,76298,90.41654205,1225,46.3190184,218578.0122,2314.795427,2282,0
,,5000,5000,1,1,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,100.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston,0,10103,10103,1,22,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,9.09%,2,0.00%,0,0.00%,0,0.00%,0,4.55%,1,0.00%,0,4.55%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,72.73%,16,0.00%,0,9.09%,2,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 1, Census Tract 101.03, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10103,E,I,M,Boston,N,32572,0,38.5992775,3,Polygon,102,34.34343338,76298,90.41654205,1176,44.68485419,101359.3934,1774.573815,2126,297
Boston,0,10103,10103,2,13,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.69%,1,15.38%,2,0.00%,0,0.00%,0,7.69%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,61.54%,8,0.00%,0,7.69%,1,Yes,Minority,Minority,M,"Block Group 2, Census Tract 101.03, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10103,,,M,Boston,N,0,0,0,1,Polygon,0,0,76298,90.41654205,627,47.75,41725.98894,849.9220609,1200,51
Boston,0,10103,10103,3,37,,0.00%,0,0.00%,0,2.70%,1,0.00%,0,0.00%,0,13.51%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.70%,1,5.41%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,72.97%,27,0.00%,0,2.70%,1,Yes,Minority,Minority,M,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,10103,,,M,Boston,N,0,0,0,1,Polygon,6,9.375,76298,90.41654205,858,37.41794311,145001.9416,2187.324577,1371,64
Boston,0,10104,10104,1,79,6.896551724,22.78%,18,0.00%,0,5.06%,4,1.27%,1,0.00%,0,1.27%,1,3.80%,3,0.00%,0,0.00%,0,25.32%,20,0.00%,0,11.39%,9,0.00%,0,0.00%,0,0.00%,0,5.06%,4,0.00%,0,2.53%,2,6.33%,5,6.33%,5,8.86%,7,Yes,Minority,Minority,M,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10104,,,M,Boston,N,90917,0,107.740715,1,Polygon,0,0,76298,90.41654205,991,29.1130186,98877.62705,1388.461529,1398,705
Boston,0,10104,10104,2,24,0,0.00%,0,0.00%,0,41.67%,10,0.00%,0,0.00%,0,0.00%,0,25.00%,6,0.00%,0,0.00%,0,4.17%,1,0.00%,0,4.17%,1,0.00%,0,0.00%,0,0.00%,0,4.17%,1,0.00%,0,0.00%,0,8.33%,2,4.17%,1,8.33%,2,Yes,Minority,Minority,M,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10104,,,M,Boston,N,95139,0,112.7439728,1,Polygon,11,2.34541583,76298,90.41654205,1504,39.91210547,84279.77447,1683.883648,2503,469
Boston,0,10104,10104,3,54,0,22.22%,12,0.00%,0,14.81%,8,1.85%,1,0.00%,0,1.85%,1,12.96%,7,1.85%,1,0.00%,0,12.96%,7,0.00%,0,14.81%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,11.11%,6,1.85%,1,3.70%,2,Yes,Minority and income,Minority and income,MI,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,10104,,I,M,Boston,N,26463,0,31.35983849,2,Polygon,118,22.30623817,76298,90.41654205,640,44.92254733,103520.6135,1914.922518,1162,529
Boston,0,10204,10204,1,42,0,4.76%,2,0.00%,0,4.76%,2,0.00%,0,0.00%,0,2.38%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.38%,1,2.38%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,80.95%,34,2.38%,1,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10204,,I,M,Boston,N,33657,0,39.88505173,2,Polygon,27,13.43283558,76298,90.41654205,435,61.53846154,39810.84863,1129.079172,1131,201
Boston,0,10204,10204,2,73,26.08695652,13.70%,10,0.00%,0,1.37%,1,0.00%,0,0.00%,0,0.00%,0,4.11%,3,0.00%,0,0.00%,0,28.77%,21,0.00%,0,2.74%,2,0.00%,0,0.00%,0,0.00%,0,2.74%,2,0.00%,0,8.22%,6,28.77%,21,6.85%,5,2.74%,2,Yes,Minority,Minority,M,"Block Group 2, Census Tract 102.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10204,,,M,Boston,N,82000,0,97.17366791,1,Polygon,11,2.47747755,76298,90.41654205,720,46.42857143,68307.28033,1268.588676,1344,444
Boston,0,10204,10204,3,46,16.66666667,19.57%,9,0.00%,0,15.22%,7,0.00%,0,0.00%,0,0.00%,0,4.35%,2,0.00%,0,0.00%,0,19.57%,9,2.17%,1,10.87%,5,0.00%,0,0.00%,0,0.00%,0,2.17%,1,0.00%,0,4.35%,2,19.57%,9,0.00%,0,2.17%,1,Yes,Minority and income,Minority and income,MI,"Block Group 3, Census Tract 102.04, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,10204,,I,M,Boston,N,34167,0,40.48942184,2,Polygon,45,11.47959137,76298,90.41654205,535,44.73140496,145878.8002,1679.621975,968,392
Boston,0,10205,10205,1,29,0,34.48%,10,0.00%,0,24.14%,7,0.00%,0,0.00%,0,0.00%,0,20.69%,6,0.00%,0,0.00%,0,10.34%,3,0.00%,0,3.45%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.45%,1,0.00%,0,3.45%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 102.05, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10205,,,M,Boston,N,68750,1,80.0880661,1,Polygon,117,15.29411793,76298,90.41654205,618,50.95238095,45370.01256,883.402856,1260,765
Boston,0,10205,10205,2,24,0,66.67%,16,0.00%,0,8.33%,2,0.00%,0,0.00%,0,8.33%,2,4.17%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,8.33%,2,0.00%,0,0.00%,0,0.00%,0,4.17%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 102.05, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10205,,,M,Boston,N,81020,0,96.01232147,1,Polygon,0,0,76298,90.41654205,441,52.06521739,40459.17609,851.8196734,920,663
Boston,0,10205,10205,3,8,0,37.50%,3,0.00%,0,37.50%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,12.50%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,12.50%,1,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 3, Census Tract 102.05, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,10205,,I,M,Boston,N,37719,1,43.93951797,2,Polygon,9,2.0930233,76298,90.41654205,747,54.5620438,37555.98843,762.8449917,1644,430
Boston,0,10205,10205,4,20,0,5.00%,1,0.00%,0,70.00%,14,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.00%,1,0.00%,0,0.00%,0,0.00%,0,5.00%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,10.00%,2,0.00%,0,5.00%,1,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 4, Census Tract 102.05, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,10205,E,I,M,Boston,N,37719,1,43.93951797,3,Polygon,152,33.18777466,76298,90.41654205,537,50.36968577,59376.75858,1069.496191,1082,458
Boston,0,10206,10206,1,33,0,21.21%,7,0.00%,0,54.55%,18,0.00%,0,0.00%,0,0.00%,0,12.12%,4,0.00%,0,0.00%,0,6.06%,2,0.00%,0,6.06%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 102.06, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10206,,,M,Boston,N,110994,0,131.5328522,1,Polygon,52,6.62420368,76298,90.41654205,529,39.81797497,115844.8268,1744.245813,879,785
Boston,0,10206,10206,2,21,0,57.14%,12,0.00%,0,19.05%,4,0.00%,0,0.00%,0,4.76%,1,0.00%,0,0.00%,0,0.00%,0,14.29%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.76%,1,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 102.06, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10206,,I,M,Boston,N,13500,1,15.72638416,2,Polygon,40,11.04972363,76298,90.41654205,511,59.92156863,67608.81693,1637.979239,1275,362
Boston,0,10300,10300,1,38,0,5.26%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.89%,3,10.53%,4,0.00%,0,0.00%,0,2.63%,1,0.00%,0,2.63%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,68.42%,26,2.63%,1,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10300,,I,M,Boston,N,14271,0,16.91177368,2,Polygon,17,17.89473724,76298,90.41654205,1097,33.02808303,146671.7583,1973.753673,1638,95
Boston,0,10300,10300,2,35,0,0.00%,0,0.00%,0,5.71%,2,0.00%,0,0.00%,0,8.57%,3,0.00%,0,0.00%,0,0.00%,0,8.57%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.86%,1,0.00%,0,0.00%,0,62.86%,22,0.00%,0,11.43%,4,Yes,Minority,Minority,M,"Block Group 2, Census Tract 103, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10300,,,M,Boston,N,73611,0,87.23233032,1,Polygon,15,8.9285717,76298,90.41654205,2487,29.90417136,360503.4476,2509.183747,3548,168
Boston,0,10403,10403,1,30,0,26.67%,8,0.00%,0,6.67%,2,0.00%,0,0.00%,0,0.00%,0,20.00%,6,0.00%,0,0.00%,0,13.33%,4,0.00%,0,23.33%,7,0.00%,0,0.00%,0,0.00%,0,10.00%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10403,,I,M,Boston,N,25000,0,29.62611771,2,Polygon,140,19.23077011,76298,90.41654205,570,57.68374165,36929.27685,818.4714754,1347,728
Boston,0,10403,10403,2,35,0,20.00%,7,0.00%,0,2.86%,1,0.00%,0,0.00%,0,0.00%,0,11.43%,4,0.00%,0,0.00%,0,2.86%,1,0.00%,0,40.00%,14,0.00%,0,0.00%,0,0.00%,0,2.86%,1,0.00%,0,0.00%,0,14.29%,5,0.00%,0,5.71%,2,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 104.03, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10403,,I,M,Boston,N,34175,0,40.49890518,2,Polygon,18,2.98507452,76298,90.41654205,509,48.99799599,25351.50139,745.9648421,998,603
Boston,0,10403,10403,3,18,0,11.11%,2,0.00%,0,16.67%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,22.22%,4,0.00%,0,22.22%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,11.11%,2,5.56%,1,11.11%,2,Yes,Minority,Minority,M,"Block Group 3, Census Tract 104.03, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,10403,,,M,Boston,N,115625,0,137.0207977,1,Polygon,22,5.9620595,76298,90.41654205,492,41.00719424,26266.5413,898.2306332,834,369
Boston,0,10404,10404,1,40,0,2.50%,1,0.00%,0,7.50%,3,0.00%,0,0.00%,0,5.00%,2,0.00%,0,0.00%,0,0.00%,0,12.50%,5,0.00%,0,20.00%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,35.00%,14,17.50%,7,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,10404,,,M,Boston,N,58393,0,69.19831848,1,Polygon,19,12.75167751,76298,90.41654205,1023,41.34174312,34909.83618,1112.407303,1744,149
Boston,0,10404,10404,2,15,0,33.33%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.67%,1,26.67%,4,0.00%,0,0.00%,0,13.33%,2,0.00%,0,6.67%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.67%,1,0.00%,0,6.67%,1,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,10404,,I,M,Boston,N,28250,0,33.47751236,2,Polygon,56,22.67206383,76298,90.41654205,1085,41.69801182,38375.84124,869.5927054,1861,247
